5,20,8298,"2025-07-16"
9,7,305,"2021-10-17"
1,13,9320,"2020-12-24"
3,11,8060,"2020-12-28"
5,7,3075,"2021-11-24"
9,2,2008,"2025-01-01"
4,18,6563,"2025-10-23"
2,14,3021,"2021-08-21"
8,3,337,"2023-01-28"
7,3,7133,"2024-06-05"
3,19,7455,"2021-04-15"
2,3,2301,"2021-04-28"
7,7,1771,"2020-07-12"
2,5,2218,"2025-05-15"
8,2,8995,"2025-05-20"
6,9,8540,"2022-08-08"
9,11,9897,"2021-04-22"
6,1,2516,"2023-04-13"
8,11,9929,"2021-01-03"
9,13,1546,"2024-12-09"
5,11,9965,"2024-11-08"
7,5,5574,"2022-07-03"
7,10,3743,"2021-11-07"
8,17,5084,"2020-12-16"
5,4,4807,"2020-12-19"
3,4,4375,"2020-12-12"
10,14,9004,"2023-01-17"
1,2,2010,"2024-11-02"
5,4,4813,"2020-04-09"
8,3,9980,"2022-01-03"
7,12,283,"2023-05-19"
4,2,7569,"2023-07-24"
3,14,7114,"2021-06-28"
4,12,8980,"2022-07-19"
6,21,4049,"2024-01-08"
10,10,7580,"2023-01-18"
8,20,6482,"2026-01-19"
7,16,7996,"2022-04-20"
5,6,3534,"2023-11-18"
4,5,6781,"2025-10-06"
10,17,3726,"2023-09-23"
6,7,2917,"2020-08-07"
4,3,237,"2022-09-05"
8,12,808,"2023-04-01"
3,1,4733,"2025-01-18"
9,11,1845,"2022-11-14"
5,15,9227,"2021-05-11"
10,18,2630,"2023-12-18"
4,16,7244,"2020-09-20"
9,4,4309,"2024-04-29"
3,13,9700,"2025-12-16"
1,8,1873,"2024-09-14"
3,10,8256,"2025-02-14"
4,16,6560,"2024-03-27"
5,2,8910,"2024-07-20"
3,5,5726,"2024-02-19"
10,21,9454,"2022-01-25"
5,17,2360,"2020-10-03"
10,12,866,"2020-02-20"
7,7,8266,"2021-07-13"
10,4,9858,"2022-02-06"
3,20,5838,"2022-03-10"
10,12,3319,"2023-10-20"
7,18,3885,"2020-06-07"
8,20,4132,"2023-09-26"
10,20,6904,"2024-12-06"
3,7,8687,"2021-02-21"
10,2,5499,"2023-09-03"
4,17,5156,"2022-05-26"
7,13,1265,"2021-01-22"
4,15,8737,"2023-04-15"
2,15,3282,"2024-09-24"
3,19,4632,"2020-02-21"
7,21,2249,"2021-12-20"
8,1,4529,"2022-03-25"
5,19,8270,"2022-09-14"
8,1,9945,"2025-05-31"
7,19,8862,"2024-01-24"
1,7,4129,"2024-05-03"
8,18,3313,"2021-12-17"
6,7,9808,"2022-04-22"
4,20,7687,"2023-08-03"
6,13,765,"2026-01-25"
7,16,4404,"2022-04-27"
7,17,1005,"2024-07-16"
5,4,9377,"2020-08-09"
9,1,3454,"2024-11-14"
3,10,2556,"2023-08-29"
10,1,9499,"2026-03-20"
4,18,566,"2021-10-20"
9,17,5303,"2024-10-20"
7,4,9486,"2025-11-06"
6,8,5570,"2025-08-29"
6,16,2316,"2025-02-16"
4,17,4267,"2024-02-19"
1,1,6566,"2020-03-08"
5,21,9500,"2021-03-30"
10,4,1698,"2021-07-12"
6,11,1353,"2025-02-19"
4,1,1628,"2024-06-11"
10,9,9522,"2021-03-05"
7,17,5078,"2023-04-08"
10,4,2305,"2021-03-20"
6,17,6252,"2022-06-30"
1,19,2937,"2022-11-15"
6,5,2076,"2022-04-06"
6,2,7418,"2022-05-20"
7,2,8872,"2025-03-24"
9,21,9316,"2020-08-24"
2,6,1983,"2025-09-07"
1,2,1330,"2024-04-04"
4,6,3765,"2023-02-07"
4,4,9444,"2022-03-25"
6,4,4758,"2020-04-24"
10,11,8678,"2020-01-24"
4,12,929,"2025-11-11"
5,8,6102,"2026-03-22"
1,12,3135,"2025-08-28"
4,19,2877,"2022-03-17"
2,4,4435,"2022-12-31"
9,5,7169,"2023-07-08"
2,1,8970,"2021-03-06"
6,9,3846,"2020-04-22"
5,15,6712,"2023-03-08"
6,11,7413,"2022-05-08"
4,18,2210,"2022-03-06"
3,12,2104,"2025-01-06"
2,16,8498,"2023-11-15"
10,18,9665,"2022-11-13"
1,16,8182,"2025-05-14"
8,17,6124,"2020-05-17"
4,15,6429,"2021-05-23"
9,7,1250,"2025-11-02"
1,11,3251,"2024-10-11"
6,14,1446,"2020-01-21"
1,11,7500,"2023-10-29"
7,16,8738,"2024-12-14"
1,18,9065,"2021-03-22"
2,6,8695,"2022-07-09"
7,3,6622,"2024-12-09"
10,16,5193,"2022-10-19"
6,10,3285,"2020-11-22"
7,1,1181,"2022-05-08"
4,15,359,"2023-04-05"
2,11,8057,"2023-02-08"
1,8,2055,"2023-07-13"
10,12,2421,"2020-10-09"
5,3,5767,"2024-12-13"
2,12,4164,"2022-02-05"
4,18,970,"2023-02-25"
9,13,6214,"2024-01-01"
6,6,4729,"2023-11-14"
8,9,2254,"2022-12-05"
6,6,5268,"2026-01-16"
1,14,7926,"2022-06-25"
4,14,493,"2021-11-18"
3,12,5061,"2023-04-17"
8,5,3125,"2020-02-25"
10,5,1302,"2020-05-23"
1,16,4339,"2020-01-11"
10,9,821,"2022-12-23"
2,5,457,"2023-02-16"
8,17,1870,"2024-07-29"
5,10,4979,"2020-10-04"
3,16,9105,"2021-04-21"
4,7,2125,"2020-07-04"
6,9,8052,"2020-09-17"
5,12,2705,"2024-09-05"
10,14,8112,"2022-05-23"
3,2,5877,"2025-09-15"
8,7,7019,"2020-02-19"
1,8,6496,"2022-10-28"
2,15,1933,"2024-08-25"
7,8,8148,"2023-01-10"
5,3,2945,"2024-02-23"
6,12,9368,"2022-01-25"
2,1,872,"2025-03-31"
4,3,5874,"2023-11-20"
2,11,2482,"2021-08-11"
5,4,9838,"2023-06-10"
8,15,7716,"2022-06-21"
5,17,1767,"2022-05-21"
3,21,839,"2025-06-25"
3,18,6242,"2022-06-14"
6,15,9335,"2024-07-11"
10,6,1835,"2020-05-14"
9,14,1946,"2020-08-08"
6,4,1018,"2023-01-28"
2,13,2952,"2021-09-30"
4,5,4047,"2023-10-12"
8,19,3879,"2020-12-01"
3,19,3468,"2024-01-07"
10,9,4434,"2025-12-02"
8,16,3668,"2022-05-15"
5,11,409,"2022-11-24"
3,16,8153,"2024-09-10"
3,3,985,"2022-07-22"
8,15,1920,"2025-09-24"
9,10,8749,"2022-10-20"
8,9,9606,"2020-08-08"
1,1,8860,"2026-02-10"
8,17,5242,"2025-01-26"
1,13,2625,"2021-07-05"
4,5,3827,"2021-08-05"
10,12,5337,"2020-09-08"
7,13,3639,"2022-07-18"
5,4,6749,"2021-01-01"
10,12,6980,"2021-12-15"
3,2,5316,"2024-01-09"
3,2,7697,"2024-05-30"
4,15,8592,"2021-12-17"
4,3,921,"2024-04-22"
7,20,1634,"2023-12-03"
9,19,3069,"2023-02-21"
9,21,5435,"2025-01-20"
1,19,6727,"2020-12-24"
6,1,6135,"2024-03-30"
7,14,5652,"2021-06-21"
4,21,3640,"2023-06-22"
10,18,5682,"2021-12-12"
1,13,2641,"2020-09-26"
3,13,5169,"2024-04-23"
5,9,9537,"2024-10-10"
3,2,3638,"2022-07-19"
3,14,18,"2025-06-25"
3,12,9074,"2025-12-28"
9,6,1046,"2024-02-22"
5,14,145,"2024-01-18"
2,15,3541,"2020-07-21"
2,6,9526,"2020-04-25"
4,19,4592,"2022-01-07"
5,6,3442,"2024-06-29"
4,5,1186,"2024-03-23"
5,11,8306,"2022-02-04"
6,17,6475,"2024-02-07"
3,20,6813,"2025-01-06"
8,20,9025,"2021-11-07"
3,16,7919,"2021-01-29"
4,9,5546,"2025-12-22"
7,4,6962,"2024-07-29"
10,10,5537,"2022-03-19"
9,3,4621,"2025-08-04"
1,12,5049,"2021-05-21"
9,7,9991,"2020-10-18"
10,10,6682,"2025-08-19"
8,17,2323,"2023-10-10"
6,16,9552,"2021-01-25"
1,18,4885,"2021-11-13"
6,17,1056,"2021-07-03"
6,9,1797,"2022-02-15"
9,12,7010,"2024-08-12"
7,2,3744,"2020-04-27"
3,5,3222,"2022-01-04"
9,3,2435,"2020-09-14"
10,15,3368,"2024-12-13"
3,19,4599,"2025-08-21"
3,20,1688,"2026-01-25"
10,1,8876,"2022-02-06"
5,9,5464,"2025-10-02"
7,18,4697,"2023-03-26"
8,5,36,"2021-05-15"
7,5,2683,"2023-06-22"
4,3,8253,"2023-08-24"
7,1,6195,"2023-05-03"
4,4,1181,"2025-01-17"
1,8,6519,"2024-08-27"
8,11,2672,"2025-02-08"
7,4,3758,"2021-12-04"
8,21,6457,"2024-02-18"
7,16,6085,"2020-05-25"
8,9,6067,"2020-11-11"
10,19,6464,"2023-06-07"
2,21,8439,"2020-09-14"
9,1,4790,"2023-12-30"
3,21,4311,"2025-09-25"
6,20,137,"2020-06-13"
8,20,6300,"2023-10-11"
2,5,5252,"2024-10-26"
10,18,6195,"2025-02-20"
3,11,3641,"2021-06-11"
2,8,2613,"2025-05-23"
6,14,8027,"2024-05-21"
3,5,7013,"2022-02-06"
2,8,9687,"2020-11-16"
9,7,9350,"2020-02-23"
9,7,1847,"2022-09-23"
6,3,42,"2025-03-25"
4,15,3411,"2021-11-22"
4,13,5694,"2021-05-11"
4,7,611,"2021-01-15"
6,7,1059,"2025-11-25"
5,11,5485,"2022-08-22"
7,8,1977,"2024-12-02"
2,7,638,"2024-02-25"
2,10,4520,"2024-07-12"
5,8,1956,"2024-07-17"
10,17,4033,"2024-10-17"
6,2,2221,"2024-03-18"
4,6,8579,"2021-12-16"
1,14,4558,"2022-07-14"
3,19,7459,"2021-01-26"
8,11,6650,"2023-02-14"
3,15,5095,"2024-01-29"
5,6,6651,"2026-02-27"
3,12,850,"2024-02-11"
2,9,4623,"2025-02-11"
4,20,8048,"2025-06-20"
2,18,1581,"2026-02-13"
8,13,2319,"2023-12-03"
10,13,3881,"2021-05-23"
9,5,9687,"2026-03-02"
3,6,1804,"2022-09-04"
4,20,3993,"2022-03-23"
1,13,2097,"2023-03-01"
10,14,5210,"2024-04-10"
2,4,704,"2020-09-03"
2,1,8089,"2021-03-21"
3,3,438,"2025-12-30"
10,4,9774,"2022-04-06"
4,21,5067,"2024-03-23"
4,11,6164,"2024-05-01"
6,14,1229,"2024-03-21"
5,5,3742,"2021-01-07"
9,14,2676,"2026-02-15"
9,15,9466,"2022-12-12"
2,15,3843,"2024-06-01"
5,14,6088,"2022-09-12"
10,18,4314,"2023-06-15"
2,15,2110,"2024-06-30"
10,1,5709,"2023-11-27"
10,15,1660,"2021-02-14"
4,11,8202,"2025-12-20"
4,14,9915,"2025-10-30"
9,13,1727,"2021-04-18"
5,8,2676,"2023-04-01"
6,2,5330,"2025-01-26"
9,5,3984,"2020-07-29"
10,17,1539,"2024-03-16"
9,14,8406,"2022-06-12"
7,16,3121,"2025-09-20"
9,11,4426,"2023-04-18"
7,3,6276,"2023-03-04"
10,12,4640,"2022-07-15"
2,8,9018,"2025-10-01"
4,11,3271,"2020-12-23"
7,3,9086,"2025-12-25"
4,6,5080,"2025-05-03"
5,11,5031,"2023-01-20"
4,17,5251,"2020-10-01"
7,18,9271,"2023-02-28"
1,21,5667,"2024-12-22"
9,16,2429,"2025-10-05"
2,10,6987,"2023-03-01"
10,14,9848,"2024-06-29"
3,14,3773,"2020-08-16"
2,9,130,"2021-02-28"
9,8,959,"2025-07-02"
3,19,4209,"2023-12-28"
5,19,6865,"2025-03-13"
2,9,8344,"2020-12-09"
8,10,1595,"2026-03-05"
1,9,335,"2021-10-19"
9,3,8300,"2023-12-30"
7,3,3281,"2024-09-27"
2,21,9060,"2021-01-13"
1,13,1909,"2024-01-12"
4,11,5571,"2021-01-24"
10,14,2680,"2020-10-16"
5,9,2287,"2025-01-24"
8,14,6723,"2022-07-15"
4,20,3165,"2023-11-28"
1,19,491,"2024-02-29"
3,8,2103,"2025-10-26"
5,16,6374,"2025-05-16"
9,6,926,"2020-08-16"
3,16,8441,"2022-02-06"
6,9,4686,"2022-07-14"
2,1,9055,"2024-11-23"
7,9,1264,"2021-08-20"
1,7,7942,"2022-12-24"
4,1,802,"2020-01-11"
1,20,6759,"2025-09-08"
3,21,576,"2022-03-04"
4,16,6529,"2024-03-06"
8,15,8129,"2020-05-05"
10,9,2442,"2022-08-09"
7,10,4723,"2020-10-28"
8,21,7054,"2023-07-08"
3,10,5923,"2024-02-19"
2,11,862,"2023-03-23"
8,11,2375,"2023-09-17"
6,4,2744,"2025-02-14"
2,16,4338,"2021-12-16"
5,2,1044,"2021-08-24"
6,11,6000,"2022-11-19"
2,5,5368,"2023-01-04"
7,8,9301,"2021-11-09"
1,1,2,"2024-11-26"
8,17,8108,"2020-12-27"
4,1,2111,"2023-02-21"
3,18,660,"2021-02-08"
8,13,1437,"2024-11-24"
8,9,3134,"2026-03-08"
5,21,5923,"2025-05-03"
10,2,104,"2026-02-26"
2,7,2686,"2022-10-07"
5,15,8085,"2023-04-03"
1,12,4938,"2021-01-29"
8,12,6740,"2022-11-16"
9,8,380,"2021-03-15"
5,11,1498,"2022-04-10"
3,3,5039,"2022-05-13"
9,21,1430,"2023-03-29"
2,18,3971,"2022-07-08"
6,7,9179,"2020-12-12"
10,12,3468,"2021-11-20"
7,7,1395,"2024-01-21"
4,19,7129,"2020-04-20"
5,3,1411,"2020-11-30"
9,5,5446,"2021-03-14"
8,8,2025,"2022-12-12"
1,7,8649,"2023-12-30"
4,1,4900,"2022-02-15"
4,1,6227,"2020-05-24"
10,17,5831,"2020-07-10"
3,21,3976,"2025-06-23"
10,19,8369,"2025-04-19"
9,14,3109,"2025-09-17"
5,13,7065,"2025-01-15"
7,9,5951,"2021-06-11"
1,19,5600,"2021-04-07"
6,17,4638,"2022-03-08"
4,9,5709,"2023-03-22"
5,16,6609,"2022-12-25"
3,1,50,"2020-06-12"
5,4,2461,"2020-07-14"
3,19,1970,"2023-08-14"
1,6,1864,"2025-08-01"
5,21,2179,"2025-12-06"
1,17,4136,"2023-01-23"
2,7,2499,"2021-12-22"
1,19,8140,"2023-12-05"
8,8,2013,"2023-11-10"
5,9,5488,"2021-04-06"
1,1,8264,"2022-04-01"
2,6,1028,"2025-10-26"
4,5,6530,"2026-01-28"
6,18,7814,"2024-09-30"
4,1,3963,"2023-04-05"
4,16,8403,"2026-01-16"
8,7,2511,"2020-02-28"
6,17,1495,"2024-12-24"
9,13,8359,"2024-10-01"
4,11,3317,"2023-02-16"
4,4,6428,"2021-05-03"
10,5,5475,"2020-12-10"
7,16,3385,"2025-02-18"
1,4,598,"2023-09-12"
8,20,8107,"2022-03-18"
3,4,3757,"2020-06-19"
1,17,5896,"2021-06-30"
3,7,6651,"2023-12-17"
10,18,1057,"2025-03-31"
1,17,1580,"2023-04-14"
4,8,1707,"2021-11-18"
10,13,9111,"2026-01-15"
8,10,9278,"2022-04-03"
1,7,7150,"2020-08-17"
2,9,5314,"2020-10-16"
10,13,8362,"2021-05-14"
7,15,5655,"2023-06-11"
8,8,7791,"2023-03-17"
4,12,4365,"2024-03-17"
8,5,3560,"2025-05-07"
8,9,3651,"2021-06-29"
4,21,2850,"2021-03-19"
7,14,9742,"2020-12-11"
8,12,6463,"2023-03-26"
3,16,6942,"2023-10-10"
2,6,9042,"2023-01-27"
8,21,93,"2021-02-10"
9,2,9163,"2023-03-31"
8,9,5678,"2023-04-03"
9,13,2398,"2020-09-24"
8,11,3864,"2025-11-07"
10,10,9062,"2023-08-10"
8,18,8171,"2025-06-02"
10,12,7816,"2023-10-22"
4,7,2773,"2021-01-30"
9,10,7136,"2022-07-09"
3,8,3934,"2024-01-28"
7,21,2138,"2022-04-24"
7,9,7017,"2023-12-30"
5,15,188,"2020-12-04"
10,3,2076,"2025-11-06"
9,11,3715,"2022-09-27"
7,12,5520,"2024-02-20"
8,5,3768,"2024-10-20"
9,1,2294,"2020-03-17"
6,4,5699,"2024-04-18"
10,15,7951,"2021-05-21"
10,4,6556,"2024-06-26"
4,8,1460,"2020-05-11"
9,14,2650,"2020-03-13"
1,8,6784,"2025-01-19"
6,11,4555,"2022-02-19"
2,19,586,"2023-03-16"
4,8,5932,"2021-08-17"
4,10,1016,"2021-10-02"
6,2,2039,"2024-06-04"
8,6,9778,"2024-12-26"
10,6,2051,"2024-06-09"
10,9,6026,"2022-05-03"
7,16,4502,"2022-07-02"
9,14,5083,"2021-11-29"
4,21,2457,"2022-10-14"
2,21,7498,"2022-08-05"
8,19,7001,"2023-10-23"
7,19,1801,"2022-07-23"
10,14,609,"2020-11-13"
7,2,6569,"2021-05-20"
9,9,4601,"2023-03-24"
9,8,5808,"2020-03-30"
2,21,9247,"2021-05-15"
3,14,4493,"2020-09-10"
9,12,7442,"2024-03-16"
2,6,5914,"2023-10-06"
4,11,4017,"2022-05-08"
10,4,4538,"2025-05-19"
3,13,2124,"2023-12-30"
9,5,6757,"2022-01-02"
2,11,5972,"2025-11-25"
6,13,4152,"2022-05-02"
5,8,1098,"2022-11-01"
7,3,8904,"2021-08-22"
2,18,3135,"2024-11-09"
2,5,6916,"2020-10-04"
3,5,4715,"2020-08-04"
5,15,5975,"2026-02-28"
9,20,9398,"2021-06-14"
8,4,4764,"2020-12-05"
8,9,3361,"2025-07-05"
2,3,1260,"2021-09-23"
5,9,9746,"2024-04-18"
6,4,5353,"2020-12-07"
6,14,6384,"2022-11-26"
7,11,2110,"2025-04-01"
3,10,7568,"2020-04-29"
3,11,2269,"2023-04-28"
10,20,8127,"2022-06-11"
10,12,6490,"2021-01-23"
2,8,6172,"2021-06-15"
10,19,5878,"2023-02-09"
1,18,4097,"2020-03-26"
10,5,4662,"2024-06-15"
7,9,5131,"2023-05-08"
8,18,6748,"2025-02-13"
6,1,3364,"2022-06-10"
6,19,2558,"2023-03-26"
10,19,8937,"2025-02-19"
6,12,7017,"2020-01-15"
5,15,9744,"2021-09-03"
7,13,182,"2026-03-21"
7,6,7376,"2024-01-05"
8,11,1414,"2025-09-15"
4,19,8446,"2022-02-08"
1,18,3205,"2021-03-11"
8,2,4306,"2022-09-25"
4,17,4450,"2023-12-30"
2,3,1461,"2024-10-09"
2,17,6454,"2025-02-04"
1,12,7395,"2025-01-10"
10,19,279,"2023-10-29"
3,13,9255,"2023-12-15"
6,20,4504,"2025-06-11"
2,5,55,"2021-08-10"
10,15,353,"2024-01-22"
5,16,7812,"2023-10-18"
3,2,1348,"2024-01-10"
4,15,4904,"2020-07-20"
2,19,6752,"2022-10-17"
7,19,93,"2020-08-02"
4,13,2913,"2023-11-18"
10,2,4515,"2020-08-15"
2,17,3211,"2022-07-30"
9,14,2747,"2023-05-05"
5,6,4812,"2021-07-30"
9,11,6798,"2023-03-25"
7,20,8110,"2021-09-17"
7,15,9160,"2022-12-10"
4,2,8281,"2026-02-08"
2,3,3785,"2023-05-22"
9,3,390,"2026-01-30"
7,7,6308,"2024-02-08"
4,14,8096,"2020-05-26"
2,13,8619,"2020-11-11"
8,19,9057,"2024-11-11"
4,21,6434,"2022-04-13"
4,20,3661,"2022-11-25"
8,15,718,"2025-06-13"
1,19,4777,"2022-05-14"
9,14,5011,"2025-10-22"
5,14,917,"2020-11-18"
2,16,7740,"2024-03-18"
3,10,3926,"2022-08-30"
8,9,2295,"2023-06-29"
1,6,6698,"2023-03-08"
5,13,7067,"2022-06-28"
8,2,7638,"2023-11-13"
5,16,9699,"2021-10-14"
2,21,1016,"2025-08-27"
4,11,19,"2021-05-15"
5,14,157,"2025-10-19"
10,3,4192,"2025-12-16"
10,17,1139,"2021-09-22"
1,14,3041,"2025-01-17"
5,14,6901,"2020-12-29"
3,13,1180,"2024-08-12"
5,13,8446,"2020-04-29"
6,21,3190,"2025-01-21"
7,18,909,"2021-11-05"
1,18,3764,"2020-07-02"
6,14,1749,"2025-02-24"
6,20,9806,"2020-01-01"
5,20,1342,"2026-02-16"
9,16,1509,"2022-05-03"
3,13,4973,"2020-10-04"
9,4,2066,"2021-03-16"
1,10,8990,"2023-01-17"
6,11,4695,"2025-11-16"
8,14,4939,"2024-11-18"
4,1,8169,"2024-06-14"
6,11,4302,"2025-02-17"
6,8,9325,"2022-04-16"
4,17,7623,"2022-06-30"
8,19,7757,"2024-05-30"
4,14,2269,"2020-12-17"
10,16,1058,"2022-10-30"
7,8,4626,"2021-02-14"
2,2,8131,"2026-01-19"
8,14,8847,"2024-06-14"
3,20,3473,"2023-08-19"
5,1,5093,"2022-11-03"
5,7,7948,"2024-08-10"
9,8,7605,"2023-11-29"
7,6,8902,"2023-01-19"
8,11,986,"2021-05-19"
6,14,8310,"2025-07-11"
10,1,9015,"2025-09-20"
10,15,3262,"2023-11-07"
1,15,6591,"2022-05-16"
2,11,520,"2023-07-07"
2,20,4797,"2021-03-22"
5,11,302,"2020-11-22"
5,7,3971,"2021-04-18"
5,5,4232,"2025-05-11"
6,13,3948,"2025-04-30"
